language,feature_id,layer,source_keyword,explanation,rank,pk_id,verse_ref,score,raw_text
esv,23257,9-llamascope-res-32k,feeling, expressions of feeling and emotional states,1,LUK-021-030,LUK 21:30,0.59288335,"As soon as they come out in leaf, you see for yourselves and know that the summer is already near."
esv,23257,9-llamascope-res-32k,feeling, expressions of feeling and emotional states,2,GEN-019-020,GEN 19:20,0.5853291,"Behold, this city is near enough to flee to, and it is a little one. Let me escape there--is it not a little one?--and my life will be saved!"""
esv,23257,9-llamascope-res-32k,feeling, expressions of feeling and emotional states,3,ZEP-002-015,ZEP 2:15,0.57807016,"This is the exultant city that lived securely, that said in her heart, ""I am, and there is no one else."" What a desolation she has become, a lair for wild beasts! Everyone who passes by her hisses and shakes his fist."
esv,23257,9-llamascope-res-32k,feeling, expressions of feeling and emotional states,4,HEB-006-019,HEB 6:19,0.5774916,"We have this as a sure and steadfast anchor of the soul, a hope that enters into the inner place behind the curtain,"
esv,23257,9-llamascope-res-32k,feeling, expressions of feeling and emotional states,5,JER-020-010,JER 20:10,0.577455,"For I hear many whispering. Terror is on every side! ""Denounce him! Let us denounce him!"" say all my close friends, watching for my fall. ""Perhaps he will be deceived; then we can overcome him and take our revenge on him."""
esv,23361,3-llamascope-res-32k,feeling,phrases expressing emotions or feelings,1,NUM-005-030,NUM 5:30,0.5800022,"or when the spirit of jealousy comes over a man and he is jealous of his wife. Then he shall set the woman before the LORD, and the priest shall carry out for her all this law."
esv,23361,3-llamascope-res-32k,feeling,phrases expressing emotions or feelings,2,GEN-004-007,GEN 4:7,0.5767719,"If you do well, will you not be accepted? And if you do not do well, sin is crouching at the door. Its desire is for you, but you must rule over it."""
esv,23361,3-llamascope-res-32k,feeling,phrases expressing emotions or feelings,3,EXO-018-016,EXO 18:16,0.57669276,"when they have a dispute, they come to me and I decide between one person and another, and I make them know the statutes of God and his laws."""
esv,23361,3-llamascope-res-32k,feeling,phrases expressing emotions or feelings,4,DEU-017-008,DEU 17:8,0.5765505,"""If any case arises requiring decision between one kind of homicide and another, one kind of legal right and another, or one kind of assault and another, any case within your towns that is too difficult for you, then you shall arise and go up to the place that the LORD your God will choose."
esv,23361,3-llamascope-res-32k,feeling,phrases expressing emotions or feelings,5,JHN-016-032,JHN 16:32,0.5745701,"Behold, the hour is coming, indeed it has come, when you will be scattered, each to his own home, and will leave me alone. Yet I am not alone, for the Father is with me."
esv,23613,0-llamascope-res-32k,feeling, positive feelings or states,1,ECC-010-010,ECC 10:10,0.59585875,"If the iron is blunt, and one does not sharpen the edge, he must use more strength, but wisdom helps one to succeed."
esv,23613,0-llamascope-res-32k,feeling, positive feelings or states,2,1TI-003-001,1TI 3:1,0.594271,"The saying is trustworthy: If anyone aspires to the office of overseer, he desires a noble task."
esv,23613,0-llamascope-res-32k,feeling, positive feelings or states,3,1CO-010-013,1CO 10:13,0.5942172,"No temptation has overtaken you that is not common to man. God is faithful, and he will not let you be tempted beyond your ability, but with the temptation he will also provide the way of escape, that you may be able to endure it."
esv,23613,0-llamascope-res-32k,feeling, positive feelings or states,4,TIT-003-008,TIT 3:8,0.59052354,"The saying is trustworthy, and I want you to insist on these things, so that those who have believed in God may be careful to devote themselves to good works. These things are excellent and profitable for people."
esv,23613,0-llamascope-res-32k,feeling, positive feelings or states,5,2CH-025-008,2CH 25:8,0.5900144,"But go, act, be strong for the battle. Why should you suppose that God will cast you down before the enemy? For God has power to help or to cast down."""
esv,23915,1-llamascope-res-32k,sentiment, emotional expressions and sentiments,1,PHP-004-018,PHP 4:18,0.53507364,"I have received full payment, and more. I am well supplied, having received from Epaphroditus the gifts you sent, a fragrant offering, a sacrifice acceptable and pleasing to God."
esv,23915,1-llamascope-res-32k,sentiment, emotional expressions and sentiments,2,JER-032-007,JER 32:7,0.53323823,"Behold, Hanamel the son of Shallum your uncle will come to you and say, 'Buy my field that is at Anathoth, for the right of redemption by purchase is yours.'"
esv,23915,1-llamascope-res-32k,sentiment, emotional expressions and sentiments,3,SNG-007-013,SNG 7:13,0.5258731,"The mandrakes give forth fragrance, and beside our doors are all choice fruits, new as well as old, which I have laid up for you, O my beloved."
esv,23915,1-llamascope-res-32k,sentiment, emotional expressions and sentiments,4,SNG-007-012,SNG 7:12,0.52255636,"let us go out early to the vineyards and see whether the vines have budded, whether the grape blossoms have opened and the pomegranates are in bloom. There I will give you my love."
esv,23915,1-llamascope-res-32k,sentiment, emotional expressions and sentiments,5,PSA-086-017,PSA 86:17,0.520993,"Show me a sign of your favor, that those who hate me may see and be put to shame because you, LORD, have helped me and comforted me."
esv,24019,5-llamascope-res-32k,feeling, evaluations of experiences or feelings,1,2JN-001-012,2JN 1:12,0.5877174,"Though I have much to write to you, I would rather not use paper and ink. Instead I hope to come to you and talk face to face, so that our joy may be complete."
esv,24019,5-llamascope-res-32k,feeling, evaluations of experiences or feelings,2,1CO-016-006,1CO 16:6,0.58523726,"and perhaps I will stay with you or even spend the winter, so that you may help me on my journey, wherever I go."
esv,24019,5-llamascope-res-32k,feeling, evaluations of experiences or feelings,3,GEN-019-020,GEN 19:20,0.58489347,"Behold, this city is near enough to flee to, and it is a little one. Let me escape there--is it not a little one?--and my life will be saved!"""
esv,24019,5-llamascope-res-32k,feeling, evaluations of experiences or feelings,4,JOB-018-002,JOB 18:2,0.57897335,"""How long will you hunt for words? Consider, and then we will speak."
esv,24019,5-llamascope-res-32k,feeling, evaluations of experiences or feelings,5,LUK-011-009,LUK 11:9,0.5739736,"And I tell you, ask, and it will be given to you; seek, and you will find; knock, and it will be opened to you."
esv,25576,27-llamascope-res-32k,feeling,emotional and subjective expressions of feeling or quality,1,1CO-016-009,1CO 16:9,0.5589812,"for a wide door for effective work has opened to me, and there are many adversaries."
esv,25576,27-llamascope-res-32k,feeling,emotional and subjective expressions of feeling or quality,2,ISA-029-011,ISA 29:11,0.5514526,"And the vision of all this has become to you like the words of a book that is sealed. When men give it to one who can read, saying, ""Read this,"" he says, ""I cannot, for it is sealed."""
esv,25576,27-llamascope-res-32k,feeling,emotional and subjective expressions of feeling or quality,3,PHP-003-004,PHP 3:4,0.5504317,"though I myself have reason for confidence in the flesh also. If anyone else thinks he has reason for confidence in the flesh, I have more:"
esv,25576,27-llamascope-res-32k,feeling,emotional and subjective expressions of feeling or quality,4,1JN-002-007,1JN 2:7,0.54152995,"Beloved, I am writing you no new commandment, but an old commandment that you had from the beginning. The old commandment is the word that you have heard."
esv,25576,27-llamascope-res-32k,feeling,emotional and subjective expressions of feeling or quality,5,2SA-022-030,2SA 22:30,0.5386196,"For by you I can run against a troop, and by my God I can leap over a wall."
esv,25824,17-llamascope-res-32k,feeling," expressions relating to sensation, perception, or feelings",1,2TI-003-002,2TI 3:2,0.62072533,"For people will be lovers of self, lovers of money, proud, arrogant, abusive, disobedient to their parents, ungrateful, unholy,"
esv,25824,17-llamascope-res-32k,feeling," expressions relating to sensation, perception, or feelings",2,JER-020-010,JER 20:10,0.6201308,"For I hear many whispering. Terror is on every side! ""Denounce him! Let us denounce him!"" say all my close friends, watching for my fall. ""Perhaps he will be deceived; then we can overcome him and take our revenge on him."""
esv,25824,17-llamascope-res-32k,feeling," expressions relating to sensation, perception, or feelings",3,1SA-012-003,1SA 12:3,0.6145313,"Here I am; testify against me before the LORD and before his anointed. Whose ox have I taken? Or whose donkey have I taken? Or whom have I defrauded? Whom have I oppressed? Or from whose hand have I taken a bribe to blind my eyes with it? Testify against me and I will restore it to you."""
esv,25824,17-llamascope-res-32k,feeling," expressions relating to sensation, perception, or feelings",4,MAT-012-018,MAT 12:18,0.6109839,"""Behold, my servant whom I have chosen, my beloved with whom my soul is well pleased. I will put my Spirit upon him, and he will proclaim justice to the Gentiles."
esv,25824,17-llamascope-res-32k,feeling," expressions relating to sensation, perception, or feelings",5,PRO-016-018,PRO 16:18,0.6102001,"Pride goes before destruction, and a haughty spirit before a fall."
esv,25831,10-llamascope-res-32k,feeling," expressions and words associated with feelings of being ""cool"" or enjoyable experiences",1,2CO-007-004,2CO 7:4,0.56955266,"I am acting with great boldness toward you; I have great pride in you; I am filled with comfort. In all our affliction, I am overflowing with joy."
esv,25831,10-llamascope-res-32k,feeling," expressions and words associated with feelings of being ""cool"" or enjoyable experiences",2,PHP-003-004,PHP 3:4,0.56470895,"though I myself have reason for confidence in the flesh also. If anyone else thinks he has reason for confidence in the flesh, I have more:"
esv,25831,10-llamascope-res-32k,feeling," expressions and words associated with feelings of being ""cool"" or enjoyable experiences",3,PHP-004-008,PHP 4:8,0.5645987,"Finally, brothers, whatever is true, whatever is honorable, whatever is just, whatever is pure, whatever is lovely, whatever is commendable, if there is any excellence, if there is anything worthy of praise, think about these things."
esv,25831,10-llamascope-res-32k,feeling," expressions and words associated with feelings of being ""cool"" or enjoyable experiences",4,PHP-004-012,PHP 4:12,0.56347924,"I know how to be brought low, and I know how to abound. In any and every circumstance, I have learned the secret of facing plenty and hunger, abundance and need."
esv,25831,10-llamascope-res-32k,feeling," expressions and words associated with feelings of being ""cool"" or enjoyable experiences",5,GAL-004-018,GAL 4:18,0.5597667,"It is always good to be made much of for a good purpose, and not only when I am present with you,"
esv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,1,ROM-014-005,ROM 14:5,0.5922349,"One person esteems one day as better than another, while another esteems all days alike. Each one should be fully convinced in his own mind."
esv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,2,2CO-012-020,2CO 12:20,0.5707603,"For I fear that perhaps when I come I may find you not as I wish, and that you may find me not as you wish--that perhaps there may be quarreling, jealousy, anger, hostility, slander, gossip, conceit, and disorder."
esv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,3,2SA-014-017,2SA 14:17,0.5702853,"And your servant thought, 'The word of my lord the king will set me at rest,' for my lord the king is like the angel of God to discern good and evil. The LORD your God be with you!"""
esv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,4,PSA-039-006,PSA 39:6,0.5694759,Surely a man goes about as a shadow! Surely for nothing they are in turmoil; man heaps up wealth and does not know who will gather!
esv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,5,1CO-007-026,1CO 7:26,0.56598264,I think that in view of the present distress it is good for a person to remain as he is.
esv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,1,EZK-007-006,EZK 7:6,0.5612704,"An end has come; the end has come; it has awakened against you. Behold, it comes."
esv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,2,PSA-003-001,PSA 3:1,0.5591199,"O LORD, how many are my foes! Many are rising against me;"
esv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,3,JAS-004-008,JAS 4:8,0.55758286,"Draw near to God, and he will draw near to you. Cleanse your hands, you sinners, and purify your hearts, you double-minded."
esv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,4,PSA-139-001,PSA 139:1,0.55500937,"O LORD, you have searched me and known me!"
esv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,5,PSA-006-002,PSA 6:2,0.5526483,"Be gracious to me, O LORD, for I am languishing; heal me, O LORD, for my bones are troubled."
esv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,1,SNG-007-012,SNG 7:12,0.5656024,"let us go out early to the vineyards and see whether the vines have budded, whether the grape blossoms have opened and the pomegranates are in bloom. There I will give you my love."
esv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,2,2JN-001-012,2JN 1:12,0.55007875,"Though I have much to write to you, I would rather not use paper and ink. Instead I hope to come to you and talk face to face, so that our joy may be complete."
esv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,3,1CO-016-006,1CO 16:6,0.5457797,"and perhaps I will stay with you or even spend the winter, so that you may help me on my journey, wherever I go."
esv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,4,ROM-015-024,ROM 15:24,0.5441272,"I hope to see you in passing as I go to Spain, and to be helped on my journey there by you, once I have enjoyed your company for a while."
esv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,5,JER-005-001,JER 5:1,0.54200983,"Run to and fro through the streets of Jerusalem, look and take note! Search her squares to see if you can find a man, one who does justice and seeks truth, that I may pardon her."
esv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,1,JHN-016-033,JHN 16:33,0.62172765,"I have said these things to you, that in me you may have peace. In the world you will have tribulation. But take heart; I have overcome the world."""
esv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,2,PHP-001-023,PHP 1:23,0.61009175,"I am hard pressed between the two. My desire is to depart and be with Christ, for that is far better."
esv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,3,JHN-012-027,JHN 12:27,0.6060708,"""Now is my soul troubled. And what shall I say? 'Father, save me from this hour'? But for this purpose I have come to this hour."
esv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,4,ECC-002-003,ECC 2:3,0.5978646,"I searched with my heart how to cheer my body with wine--my heart still guiding me with wisdom--and how to lay hold on folly, till I might see what was good for the children of man to do under heaven during the few days of their life."
esv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,5,2TI-004-007,2TI 4:7,0.5977371,"I have fought the good fight, I have finished the race, I have kept the faith."
esv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,1,2KI-004-026,2KI 4:26,0.60147244,"Run at once to meet her and say to her, 'Is all well with you? Is all well with your husband? Is all well with the child?'"" And she answered, ""All is well."""
esv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,2,ROM-016-019,ROM 16:19,0.59763944,"For your obedience is known to all, so that I rejoice over you, but I want you to be wise as to what is good and innocent as to what is evil."
esv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,3,ACT-024-025,ACT 24:25,0.59399056,"And as he reasoned about righteousness and self-control and the coming judgment, Felix was alarmed and said, ""Go away for the present. When I get an opportunity I will summon you."""
esv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,4,NEH-006-009,NEH 6:9,0.5919694,"For they all wanted to frighten us, thinking, ""Their hands will drop from the work, and it will not be done."" But now, O God, strengthen my hands."
esv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,5,1CH-029-017,1CH 29:17,0.5916809,"I know, my God, that you test the heart and have pleasure in uprightness. In the uprightness of my heart I have freely offered all these things, and now I have seen your people, who are present here, offering freely and joyously to you."
esv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,1,2TI-004-018,2TI 4:18,0.59586465,The Lord will rescue me from every evil deed and bring me safely into his heavenly kingdom. To him be the glory forever and ever. Amen.
esv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,2,2CO-003-018,2CO 3:18,0.59104586,"And we all, with unveiled face, beholding the glory of the Lord, are being transformed into the same image from one degree of glory to another. For this comes from the Lord who is the Spirit."
esv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,3,GAL-004-018,GAL 4:18,0.58470803,"It is always good to be made much of for a good purpose, and not only when I am present with you,"
esv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,4,PHP-003-004,PHP 3:4,0.58221924,"though I myself have reason for confidence in the flesh also. If anyone else thinks he has reason for confidence in the flesh, I have more:"
esv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,5,2JN-001-012,2JN 1:12,0.58115995,"Though I have much to write to you, I would rather not use paper and ink. Instead I hope to come to you and talk face to face, so that our joy may be complete."
esv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,1,EZK-007-012,EZK 7:12,0.55124474,"The time has come; the day has arrived. Let not the buyer rejoice, nor the seller mourn, for wrath is upon all their multitude."
esv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,2,1JN-002-018,1JN 2:18,0.54388404,"Children, it is the last hour, and as you have heard that antichrist is coming, so now many antichrists have come. Therefore we know that it is the last hour."
esv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,3,TIT-003-008,TIT 3:8,0.5326804,"The saying is trustworthy, and I want you to insist on these things, so that those who have believed in God may be careful to devote themselves to good works. These things are excellent and profitable for people."
esv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,4,PSA-004-006,PSA 4:6,0.5324001,"There are many who say, ""Who will show us some good? Lift up the light of your face upon us, O LORD!"""
esv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,5,JOB-006-029,JOB 6:29,0.531157,Please turn; let no injustice be done. Turn now; my vindication is at stake.
esv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,1,PHP-001-023,PHP 1:23,0.6163353,"I am hard pressed between the two. My desire is to depart and be with Christ, for that is far better."
esv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,2,2TI-004-007,2TI 4:7,0.5855857,"I have fought the good fight, I have finished the race, I have kept the faith."
esv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,3,JHN-016-033,JHN 16:33,0.58208257,"I have said these things to you, that in me you may have peace. In the world you will have tribulation. But take heart; I have overcome the world."""
esv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,4,PSA-016-006,PSA 16:6,0.5798008,"The lines have fallen for me in pleasant places; indeed, I have a beautiful inheritance."
esv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,5,JHN-014-027,JHN 14:27,0.5778537,"Peace I leave with you; my peace I give to you. Not as the world gives do I give to you. Let not your hearts be troubled, neither let them be afraid."
esv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,1,MAT-006-028,MAT 6:28,0.57541573,"And why are you anxious about clothing? Consider the lilies of the field, how they grow: they neither toil nor spin,"
esv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,2,2JN-001-012,2JN 1:12,0.55682766,"Though I have much to write to you, I would rather not use paper and ink. Instead I hope to come to you and talk face to face, so that our joy may be complete."
esv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,3,JUD-001-012,JUD 1:12,0.5511052,"These are blemishes on your love feasts, as they feast with you without fear, looking after themselves; waterless clouds, swept along by winds; fruitless trees in late autumn, twice dead, uprooted;"
esv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,4,LUK-021-030,LUK 21:30,0.548833,"As soon as they come out in leaf, you see for yourselves and know that the summer is already near."
esv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,5,EZK-016-007,EZK 16:7,0.54299766,"I made you flourish like a plant of the field. And you grew up and became tall and arrived at full adornment. Your breasts were formed, and your hair had grown; yet you were naked and bare."
esv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,1,JER-036-007,JER 36:7,0.5789254,"It may be that their plea for mercy will come before the LORD, and that every one will turn from his evil way, for great is the anger and wrath that the LORD has pronounced against this people."""
esv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,1,PHP-003-004,PHP 3:4,0.59105074,"though I myself have reason for confidence in the flesh also. If anyone else thinks he has reason for confidence in the flesh, I have more:"
esv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,2,JER-020-010,JER 20:10,0.57658076,"For I hear many whispering. Terror is on every side! ""Denounce him! Let us denounce him!"" say all my close friends, watching for my fall. ""Perhaps he will be deceived; then we can overcome him and take our revenge on him."""
esv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,2,1SA-017-047,1SA 17:47,0.5736048,"and that all this assembly may know that the LORD saves not with sword and spear. For the battle is the LORD's, and he will give you into our hand."""
esv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,3,1SA-012-017,1SA 12:17,0.5743374,"Is it not wheat harvest today? I will call upon the LORD, that he may send thunder and rain. And you shall know and see that your wickedness is great, which you have done in the sight of the LORD, in asking for yourselves a king."""
esv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,3,1JN-002-001,1JN 2:1,0.5729079,"My little children, I am writing these things to you so that you may not sin. But if anyone does sin, we have an advocate with the Father, Jesus Christ the righteous."
esv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,4,REV-001-007,REV 1:7,0.5741752,"Behold, he is coming with the clouds, and every eye will see him, even those who pierced him, and all tribes of the earth will wail on account of him. Even so. Amen."
esv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,4,1CO-003-010,1CO 3:10,0.572513,"According to the grace of God given to me, like a skilled master builder I laid a foundation, and someone else is building upon it. Let each one take care how he builds upon it."
esv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,5,1JN-002-018,1JN 2:18,0.5730357,"Children, it is the last hour, and as you have heard that antichrist is coming, so now many antichrists have come. Therefore we know that it is the last hour."
esv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,5,PHP-003-012,PHP 3:12,0.5718305,"Not that I have already obtained this or am already perfect, but I press on to make it my own, because Christ Jesus has made me his own."
esv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,1,PRO-011-015,PRO 11:15,0.5809087,"Whoever puts up security for a stranger will surely suffer harm, but he who hates striking hands in pledge is secure."
esv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,2,JOB-017-002,JOB 17:2,0.57098293,"Surely there are mockers about me, and my eye dwells on their provocation."
esv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,3,PRO-022-029,PRO 22:29,0.5677744,Do you see a man skillful in his work? He will stand before kings; he will not stand before obscure men.
esv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,4,2KI-011-008,2KI 11:8,0.56709355,"shall surround the king, each with his weapons in his hand. And whoever approaches the ranks is to be put to death. Be with the king when he goes out and when he comes in."""
esv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,5,1SA-030-024,1SA 30:24,0.5661259,"Who would listen to you in this matter? For as his share is who goes down into the battle, so shall his share be who stays by the baggage. They shall share alike."""
esv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,1,ACT-020-035,ACT 20:35,0.5833355,"In all things I have shown you that by working hard in this way we must help the weak and remember the words of the Lord Jesus, how he himself said, 'It is more blessed to give than to receive.'"""
esv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,2,PHP-004-012,PHP 4:12,0.58114254,"I know how to be brought low, and I know how to abound. In any and every circumstance, I have learned the secret of facing plenty and hunger, abundance and need."
esv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,3,1TI-003-001,1TI 3:1,0.57919115,"The saying is trustworthy: If anyone aspires to the office of overseer, he desires a noble task."
esv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,4,TIT-003-008,TIT 3:8,0.57818985,"The saying is trustworthy, and I want you to insist on these things, so that those who have believed in God may be careful to devote themselves to good works. These things are excellent and profitable for people."
esv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,5,JOB-018-002,JOB 18:2,0.5748507,"""How long will you hunt for words? Consider, and then we will speak."
esv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,1,ROM-003-008,ROM 3:8,0.6099342,And why not do evil that good may come?--as some people slanderously charge us with saying. Their condemnation is just.
esv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,2,JER-020-010,JER 20:10,0.60684717,"For I hear many whispering. Terror is on every side! ""Denounce him! Let us denounce him!"" say all my close friends, watching for my fall. ""Perhaps he will be deceived; then we can overcome him and take our revenge on him."""
esv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,3,2TH-003-002,2TH 3:2,0.60453546,and that we may be delivered from wicked and evil men. For not all have faith.
esv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,4,MAT-006-005,MAT 6:5,0.6044018,"""And when you pray, you must not be like the hypocrites. For they love to stand and pray in the synagogues and at the street corners, that they may be seen by others. Truly, I say to you, they have received their reward."
esv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,5,EZK-007-012,EZK 7:12,0.6019817,"The time has come; the day has arrived. Let not the buyer rejoice, nor the seller mourn, for wrath is upon all their multitude."
esv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,1,2JN-001-012,2JN 1:12,0.5646955,"Though I have much to write to you, I would rather not use paper and ink. Instead I hope to come to you and talk face to face, so that our joy may be complete."
esv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,2,PSA-016-006,PSA 16:6,0.5581044,"The lines have fallen for me in pleasant places; indeed, I have a beautiful inheritance."
esv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,3,1CH-029-017,1CH 29:17,0.54366595,"I know, my God, that you test the heart and have pleasure in uprightness. In the uprightness of my heart I have freely offered all these things, and now I have seen your people, who are present here, offering freely and joyously to you."
esv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,4,1CO-012-031,1CO 12:31,0.5428776,But earnestly desire the higher gifts.And I will show you a still more excellent way.
esv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,5,HEB-010-025,HEB 10:25,0.54204845,"not neglecting to meet together, as is the habit of some, but encouraging one another, and all the more as you see the Day drawing near."
esv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,1,EZK-006-012,EZK 6:12,0.5678761,"He who is far off shall die of pestilence, and he who is near shall fall by the sword, and he who is left and is preserved shall die of famine. Thus I will spend my fury upon them."
esv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,2,ECC-003-006,ECC 3:6,0.56684667,"a time to seek, and a time to lose; a time to keep, and a time to cast away;"
esv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,3,HOS-004-012,HOS 4:12,0.5619684,"My people inquire of a piece of wood, and their walking staff gives them oracles. For a spirit of whoredom has led them astray, and they have left their God to play the whore."
esv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,4,JHN-010-016,JHN 10:16,0.56167126,"And I have other sheep that are not of this fold. I must bring them also, and they will listen to my voice. So there will be one flock, one shepherd."
esv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,5,2JN-001-012,2JN 1:12,0.56060475,"Though I have much to write to you, I would rather not use paper and ink. Instead I hope to come to you and talk face to face, so that our joy may be complete."
esv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,1,EXO-026-028,EXO 26:28,0.49709868,"The middle bar, halfway up the frames, shall run from end to end."
esv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,2,EXO-028-032,EXO 28:32,0.4970733,"It shall have an opening for the head in the middle of it, with a woven binding around the opening, like the opening in a garment, so that it may not tear."
esv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,3,AMO-002-013,AMO 2:13,0.49236253,"""Behold, I will press you down in your place, as a cart full of sheaves presses down."
esv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,4,GEN-019-020,GEN 19:20,0.4826941,"Behold, this city is near enough to flee to, and it is a little one. Let me escape there--is it not a little one?--and my life will be saved!"""
esv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,5,JAS-003-004,JAS 3:4,0.4789411,"Look at the ships also: though they are so large and are driven by strong winds, they are guided by a very small rudder wherever the will of the pilot directs."
esv,27974,30-llamascope-res-32k,feeling,"the emotional expressions articulated through the word ""feeling""",1,2SA-014-017,2SA 14:17,0.6403798,"And your servant thought, 'The word of my lord the king will set me at rest,' for my lord the king is like the angel of God to discern good and evil. The LORD your God be with you!"""
